Source	Target	Kin	Label	Type
34742	128789	N	Wrote School stele for	Directed
34742	128789	N	Wrote inscription for writings of	Directed
34742	128819	N	Presented literary composition as gift to	Directed
34742	128819	N	Presented literary composition as gift to	Directed
34742	128994	N	Prefaced book by	Directed
34742	128994	N	Prefaced book by	Directed
34742	129413	N	Wrote School stele for	Directed
34742	129545	N	Wrote inscription for writings of	Directed
34742	129728	N	Wrote School stele for	Directed
34742	131294	N	Prefaced book by	Directed
34742	131538	N	Biographer of	Directed
34742	131961	N	Biographer of	Directed
34742	131961	N	Prefaced geneology of	Directed
34742	131961	N	Prefaced geneology of	Directed
34742	132061	N	Wrote School stele for	Directed
34742	132061	N	Wrote School stele for	Directed
34742	132476	N	Prefaced book by	Directed
34742	132864	N	Wrote School stele for	Directed
34742	133325	N	Biographer of	Directed
34742	133398	N	Friend of	Directed
34742	133460	N	Lamentation prayer written for	Directed
34742	133460	N	Lamentation prayer written for	Directed
34742	133460	N	Lamentation prayer written for	Directed
34742	133460	N	Lamentation prayer written for	Directed
34742	133710	N	Wrote School stele for	Directed
34742	133710	N	Wrote School stele for	Directed
34742	218655	K	F	Directed
34742	218656	K	M	Directed
34742	218657	K	W	Directed
34742	218660	K	B+	Directed
34742	218661	K	B+	Directed
34742	218663	K	B-	Directed
34743	218655	K	F	Directed
34743	218660	K	B+	Directed
34743	218661	K	B+	Directed
34743	229336	K	M	Directed
34743	229337	K	W	Directed
34743	229341	K	S	Directed
34744	125516	N	Prefaced book by	Directed
34744	126461	N	Biographer of	Directed
34744	128198	N	Composed Building inscription for	Directed
34744	128327	N	Biographer of	Directed
34744	128983	N	Prefaced book by	Directed
34744	129128	N	Biographer of	Directed
34744	129349	N	Wrote School stele for	Directed
34744	130172	N	Biographer of	Directed
34744	130628	N	Biographer of	Directed
34744	132554	N	Prefaced book by	Directed
34745	232509	K	F	Directed
34746	34744	N	Prefaced book by	Directed
34746	34744	N	Prefaced book by	Directed
34746	34744	N	Congratulatory note sent to	Directed
34746	34747	N	Prefaced book by	Directed
34746	34747	N	Wrote inscription for writings of	Directed
34746	60004	N	Wrote School stele for	Directed
34746	60004	N	Wrote living person shrine inscription for	Directed
34746	60202	N	Composed Building inscription for	Directed
34746	128245	N	Prefaced book by	Directed
34746	129728	N	Prefaced book by	Directed
34746	131178	N	Prefaced book by	Directed
34746	131178	N	Prefaced book by	Directed
34746	132078	N	praised the political accomplishments of	Directed
34746	132436	N	Composed Building inscription for	Directed
34746	132823	N	Postface written for book by	Directed
34746	232633	K	F	Directed
34747	29721	N	Wrote Shrine inscription for	Directed
34747	30385	N	Wrote Shrine inscription for	Directed
34747	33843	N	Biographer of	Directed
34747	33843	N	Biographer of	Directed
34747	34702	N	Prefaced book by	Directed
34747	34702	N	wrote preface for the literary works of	Directed
34747	34744	N	Prefaced book by	Directed
34747	65804	N	Presented literary composition as gift to	Directed
34747	65804	N	Presented literary composition as gift to	Directed
34747	99984	N	Prefaced book by	Directed
34747	124310	N	Wrote Biographical sketch (xingzhuang) for	Directed
34747	124310	N	Presented literary composition as gift to	Directed
34747	124930	N	Wrote Biographical sketch (xingzhuang) for	Directed
34747	125585	N	Biographer of	Directed
34747	125585	N	Departure note sent to	Directed
34747	125585	N	Presented literary composition as gift to	Directed
34747	126653	N	Prefaced book by	Directed
34747	126653	N	Prefaced book by	Directed
34747	127026	N	Departure note sent to	Directed
34747	127173	N	Biographer of	Directed
34747	127629	N	Prefaced book by	Directed
34747	127919	N	Biographer of	Directed
34747	128376	N	Wrote School stele for	Directed
34747	128376	N	Wrote School stele for	Directed
34747	128406	N	Prefaced book by	Directed
34747	128511	N	Prefaced book by	Directed
34747	128789	N	Wrote School stele for	Directed
34747	128797	N	Prefaced book by	Directed
34747	128797	N	Biographer of	Directed
34747	128797	N	Presented literary composition as gift to	Directed
34747	129330	N	Prefaced book by	Directed
34747	129988	N	Wrote Shrine inscription for	Directed
34747	130335	N	Prefaced book by	Directed
34747	131250	N	Prefaced book by	Directed
34747	131250	N	Biographer of	Directed
34747	131370	N	Prefaced book by	Directed
34747	131816	N	Biographer of	Directed
34747	132059	N	Prefaced book by	Directed
34747	132478	N	Prefaced book by	Directed
34747	132680	N	Departure note sent to	Directed
34747	133087	N	Prefaced book by	Directed
34747	133519	N	Prefaced book by	Directed
34747	133519	N	Prefaced book by	Directed
34747	217451	K	F	Directed
34747	217452	K	M	Directed
34747	217453	K	W	Directed
34747	217454	K	W2	Directed
34747	217455	K	B+	Directed
34747	217456	K	B+	Directed
34747	217457	K	B-	Directed
34747	217458	K	B-	Directed
34747	217460	K	B-	Directed
34747	217461	K	B-	Directed
34747	217462	K	B-	Directed
